provinsi,kab_kota,kecamatan,url
Prov. Sulawesi Utara,Kab. Bolaang Mongondow,Kec. Bilalang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170130
Prov. Sulawesi Utara,Kab. Bolaang Mongondow,Kec. Dumoga Tenggara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170135
Prov. Sulawesi Utara,Kab. Minahasa Utara,Kec. Likupang Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170607
Prov. Sulawesi Utara,Kab. Minahasa Utara,Kec. Kauditan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170601
Prov. Sulawesi Utara,Kab. Minahasa Utara,Kec. Likupang Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170605
Prov. Sulawesi Utara,Kab. Minahasa Utara,Kec. Wori,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170604
Prov. Sulawesi Utara,Kab. Minahasa Utara,Kec. Airmadidi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170602
Prov. Sulawesi Utara,Kab. Minahasa Utara,Kec. Dimembe,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170603
Prov. Sulawesi Utara,Kab. Minahasa Utara,Kec. Kema,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170606
Prov. Sulawesi Utara,Kab. Minahasa Utara,Kec. Talawaan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170609
Prov. Sulawesi Utara,Kab. Minahasa Utara,Kec. Kalawat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170608
Prov. Sulawesi Utara,Kab. Minahasa Utara,Kec. Likupang Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170610
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Tabukan Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170310
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Tabukan Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170307
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Tamako,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170305
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Manganitu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170308
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Tahuna,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170309
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Manganitu Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170304
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Tabukan Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170306
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Kendahe,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170311
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Tatoareng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170313
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Tabukan Selatan Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170319
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Nusa Tabukan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170317
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Tahuna Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170323
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Tahuna Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170324
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Tabukan Selatan Tenggara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170320
Prov. Sulawesi Utara,Kab. Kep. Sangihe,Kec. Kepulauan Marore,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170390
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Gemeh,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170408
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Kabaruan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170401
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Melonguane,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170403
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Tanpa Namma,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170410
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Rainis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170405
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Nanusa,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170407
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Damau,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170409
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Salibabu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170420
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Essang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170406
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Beo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170404
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Beo Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170415
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Lirung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170402
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Beo Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170416
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Essang Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170418
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Melonguane Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170414
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Moronge,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170413
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Pulutan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170417
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Kalongan ,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170412
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,Kec. Miangas,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170419
Prov. Sulawesi Utara,Kota Bitung,Kec. Maesa,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176105
Prov. Sulawesi Utara,Kota Bitung,Kec. Madidir,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176104
Prov. Sulawesi Utara,Kota Bitung,Kec. Ranowulu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176101
Prov. Sulawesi Utara,Kota Bitung,Kec. Aertembaga,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176106
Prov. Sulawesi Utara,Kota Bitung,Kec. Lembeh Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176108
Prov. Sulawesi Utara,Kota Bitung,Kec. Matuari,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176102
Prov. Sulawesi Utara,Kota Bitung,Kec. Lembeh Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176107
Prov. Sulawesi Utara,Kota Bitung,Kec. Girian,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176103
Prov. Sulawesi Utara,Kab. Minahasa Tenggara,Kec. Tombatu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171005
Prov. Sulawesi Utara,Kab. Minahasa Tenggara,Kec. Belang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171003
Prov. Sulawesi Utara,Kab. Minahasa Tenggara,Kec. Pusomaen,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171002
Prov. Sulawesi Utara,Kab. Minahasa Tenggara,Kec. Ratahan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171004
Prov. Sulawesi Utara,Kab. Minahasa Tenggara,Kec. Touluaan Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171007
Prov. Sulawesi Utara,Kab. Minahasa Tenggara,Kec. Touluaan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171006
Prov. Sulawesi Utara,Kab. Minahasa Tenggara,Kec. Ratatotok,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171001
Prov. Sulawesi Utara,Kab. Minahasa Tenggara,Kec. Ratahan Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171012
Prov. Sulawesi Utara,Kab. Minahasa Tenggara,Kec. Pasan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171011
Prov. Sulawesi Utara,Kab. Minahasa Tenggara,Kec. Tombatu Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171010
Prov. Sulawesi Utara,Kab. Minahasa Tenggara,Kec. Silian Raya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171008
Prov. Sulawesi Utara,Kab. Minahasa Tenggara,Kec. Tombatu Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171009
Prov. Sulawesi Utara,Kab. Kepulauan Siau Tagulandang Biaro,Kec. Siau Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170906
Prov. Sulawesi Utara,Kab. Kepulauan Siau Tagulandang Biaro,Kec. Tagulandang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170908
Prov. Sulawesi Utara,Kab. Kepulauan Siau Tagulandang Biaro,Kec. Siau Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170902
Prov. Sulawesi Utara,Kab. Kepulauan Siau Tagulandang Biaro,Kec. Siau Timur Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170907
Prov. Sulawesi Utara,Kab. Kepulauan Siau Tagulandang Biaro,Kec. Siau Barat Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170903
Prov. Sulawesi Utara,Kab. Kepulauan Siau Tagulandang Biaro,Kec. Siau Barat Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170904
Prov. Sulawesi Utara,Kab. Kepulauan Siau Tagulandang Biaro,Kec. Tagulandang Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170910
Prov. Sulawesi Utara,Kab. Kepulauan Siau Tagulandang Biaro,Kec. Biaro,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170901
Prov. Sulawesi Utara,Kab. Kepulauan Siau Tagulandang Biaro,Kec. Tagulandang Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170909
Prov. Sulawesi Utara,Kab. Kepulauan Siau Tagulandang Biaro,Kec. Siau Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170905
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Utara,Kec. Bolaang Itang Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170803
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Utara,Kec. Bolaang Itang Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170802
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Utara,Kec. Pinogaluman,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170805
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Utara,Kec. Bintauna,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170801
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Utara,Kec. Kaidipang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170804
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Utara,Kec. Sangkub,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/170806
Prov. Sulawesi Utara,Kota Tomohon,Kec. Tomohon Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176201
Prov. Sulawesi Utara,Kota Tomohon,Kec. Tomohon Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176203
Prov. Sulawesi Utara,Kota Tomohon,Kec. Tomohon Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176202
Prov. Sulawesi Utara,Kota Tomohon,Kec. Tomohon Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176205
Prov. Sulawesi Utara,Kota Tomohon,Kec. Tomohon Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176204
Prov. Sulawesi Utara,Kota Kotamobagu,Kec. Kotamobagu Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176301
Prov. Sulawesi Utara,Kota Kotamobagu,Kec. Kotamobagu Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176304
Prov. Sulawesi Utara,Kota Kotamobagu,Kec. Kotamobagu Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176302
Prov. Sulawesi Utara,Kota Kotamobagu,Kec. Kotamobagu Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/176303
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Kec. Bolaang Uki,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171201
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Kec. Posigadan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171202
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Kec. Pinolosian Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171204
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Kec. Pinolosian,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171203
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Kec. Pinolosian Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171205
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Kec. Helumo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171206
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Selatan,Kec. Tomini,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171207
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Timur,Kec. Modayag,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171104
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Timur,Kec. Nuangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171102
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Timur,Kec. Tutuyan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171103
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Timur,Kec. Kotabunan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171101
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Timur,Kec. Modayag Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/171105
Prov. Bali,Kab. Buleleng,Kec. Buleleng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220106
Prov. Bali,Kab. Buleleng,Kec. Sukasada,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220105
Prov. Bali,Kab. Buleleng,Kec. Banjar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220104
Prov. Bali,Kab. Buleleng,Kec. Seririt,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220102
Prov. Bali,Kab. Buleleng,Kec. Sawan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220107
Prov. Bali,Kab. Buleleng,Kec. Kubutambahan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220108
Prov. Bali,Kab. Buleleng,Kec. Gerokgak,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220101
Prov. Bali,Kab. Buleleng,Kec. Tejakula,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220109
Prov. Bali,Kab. Buleleng,Kec. Busungbiu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220103
Prov. Bali,Kab. Karang Asem,Kec. Karangasem,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220804
Prov. Bali,Kab. Karang Asem,Kec. Abang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220805
Prov. Bali,Kab. Karang Asem,Kec. Kubu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220808
Prov. Bali,Kab. Karang Asem,Kec. Manggis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220803
Prov. Bali,Kab. Karang Asem,Kec. Bebandem,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220806
Prov. Bali,Kab. Karang Asem,Kec. Rendang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220801
Prov. Bali,Kab. Karang Asem,Kec. Selat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220807
Prov. Bali,Kab. Karang Asem,Kec. Sidemen,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220802
Prov. Bali,Kab. Badung,Kec. Mengwi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220404
Prov. Bali,Kab. Badung,Kec. Abiansemal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220405
Prov. Bali,Kab. Badung,Kec. Kuta Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220401
Prov. Bali,Kab. Badung,Kec. Kuta Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220403
Prov. Bali,Kab. Badung,Kec. Kuta,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220402
Prov. Bali,Kab. Badung,Kec. Petang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220406
Prov. Bali,Kab. Tabanan,Kec. Tabanan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220303
Prov. Bali,Kab. Tabanan,Kec. Kediri,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220304
Prov. Bali,Kab. Tabanan,Kec. Penebel,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220307
Prov. Bali,Kab. Tabanan,Kec. Baturiti,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220306
Prov. Bali,Kab. Tabanan,Kec. Marga,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220305
Prov. Bali,Kab. Tabanan,Kec. Pupuan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220308
Prov. Bali,Kab. Tabanan,Kec. Kerambitan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220302
Prov. Bali,Kab. Tabanan,Kec. Selemadeg Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220310
Prov. Bali,Kab. Tabanan,Kec. Selemadeg Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220309
Prov. Bali,Kab. Tabanan,Kec. Selemadeg,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220301
Prov. Bali,Kab. Gianyar,Kec. Sukawati,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220501
Prov. Bali,Kab. Gianyar,Kec. Gianyar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220503
Prov. Bali,Kab. Gianyar,Kec. Ubud,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220505
Prov. Bali,Kab. Gianyar,Kec. Blahbatuh,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220502
Prov. Bali,Kab. Gianyar,Kec. Tampak siring,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220504
Prov. Bali,Kab. Gianyar,Kec. Tegallalang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220506
Prov. Bali,Kab. Gianyar,Kec. Payangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220507
Prov. Bali,Kota Denpasar,Kec. Denpasar Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/226001
Prov. Bali,Kota Denpasar,Kec. Denpasar Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/226004
Prov. Bali,Kota Denpasar,Kec. Denpasar Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/226003
Prov. Bali,Kota Denpasar,Kec. Denpasar Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/226002
Prov. Bali,Kab. Jembrana,Kec. Negara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220202
Prov. Bali,Kab. Jembrana,Kec. Mendoyo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220203
Prov. Bali,Kab. Jembrana,Kec. Melaya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220201
Prov. Bali,Kab. Jembrana,Kec. Jembrana,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220205
Prov. Bali,Kab. Jembrana,Kec. Pekutatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220204
Prov. Bali,Kab. Bangli,Kec. Kintamani,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220704
Prov. Bali,Kab. Bangli,Kec. Bangli,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220702
Prov. Bali,Kab. Bangli,Kec. Susut,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220701
Prov. Bali,Kab. Bangli,Kec. Tembuku,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220703
Prov. Bali,Kab. Klungkung,Kec. Nusapenida,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220601
Prov. Bali,Kab. Klungkung,Kec. Klungkung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220603
Prov. Bali,Kab. Klungkung,Kec. Banjarangkan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220602
Prov. Bali,Kab. Klungkung,Kec. Dawan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/220604
Prov. Kalimantan Timur,Kab. Kutai Kartanegara,Kec. Tenggarong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/160209
Prov. Kalimantan Timur,Kab. Kutai Kartanegara,Kec. Samboja,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/160201
Prov. Kalimantan Timur,Kab. Kutai Kartanegara,Kec. Kota Bangun,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/160208
Prov. Kalimantan Timur,Kab. Kutai Kartanegara,Kec. Muara Kaman,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/160215
