Our Data,Map Data,Lev_ratio,Inter_Ratio,Rank,Rank2
Kab. Kepulauan Meranti,Kepulauan Meranti,0.8717948717948718,0.9942528735632183,1.0,1.0
Kab. Kepulauan Morotai,Pulau Morotai,0.6857142857142857,1.0,1.0,1.0
Kab. Kepulauan Selayar,Kepulauan Selayar,0.8717948717948718,0.9859154929577465,1.0,1.0
Kab. Kepulauan Seribu,Kepulauan Seribu,0.8648648648648649,1.0,1.0,1.0
Kab. Kepulauan Siau Tagulandang Biaro,Siau Tagulandang Biaro,0.7457627118644068,0.9901960784313726,1.0,1.0
Kab. Kepulauan Sula,Kepulauan Sula,0.8484848484848485,1.0,1.0,1.0
Kab. Kepulauan Talaud,Kepulauan Talaud,0.8648648648648649,1.0,1.0,1.0
Kab. Kepulauan Yapen,Kepulauan Yapen,0.8571428571428571,0.9834710743801653,1.0,1.0
Kab. Kerinci,Kerinci,0.7368421052631579,0.9782608695652174,1.0,1.0
Kab. Ketapang,Ketapang,0.7619047619047619,0.9962546816479401,1.0,1.0
Kab. Klaten,Klaten,0.7058823529411765,0.998719590268886,1.0,1.0
Kab. Klungkung,Klungkung,0.782608695652174,0.9926470588235294,1.0,1.0
Kab. Kolaka,Kolaka,0.7058823529411765,1.0,1.0,1.0
Kab. Kolaka Utara,Kolaka Utara,0.8275862068965517,1.0,1.0,1.0
Kab. Konawe,Konawe,0.7058823529411765,1.0,1.0,1.0
Kab. Konawe Selatan,Konawe Selatan,0.8484848484848485,1.0,1.0,1.0
Kab. Konawe Utara,Konawe Utara,0.8275862068965517,0.9902912621359223,1.0,1.0
Kab. Kotabaru,Kota Baru,0.6363636363636364,0.953125,1.0,1.0
Kab. Kotawaringin Barat,Kotawaringin Barat,0.8780487804878049,0.9947089947089947,1.0,1.0
Kab. Kotawaringin Timur,Kotawaringin Timur,0.8780487804878049,0.978319783197832,1.0,1.0
Kab. Kuantan Singingi,Kuantan Singingi,0.8648648648648649,0.9839357429718876,1.0,1.0
Kab. Kuburaya,Kubu Raya,0.6363636363636364,0.9521276595744681,1.0,1.0
Kab. Kudus,Kudus,0.6666666666666666,0.981859410430839,1.0,1.0
Kab. Kulon Progo,Kulon Progo,0.8148148148148148,1.0,1.0,1.0
Kab. Kuningan,Kuningan,0.7619047619047619,0.9938837920489296,1.0,1.0
Kab. Kupang,Kupang,0.7058823529411765,1.0,1.0,1.0
Kab. Kutai Barat,Kutai Barat,0.8148148148148148,0.9952153110047847,1.0,1.0
Kab. Kutai Kartanegara,Kutai Kartanegara,0.8717948717948718,0.9575371549893843,1.0,1.0
Kab. Kutai Timur,Kutai Timur,0.8148148148148148,0.9954545454545455,1.0,1.0
Kab. Labuhan Batu,Labuhanbatu,0.7142857142857143,0.9894366197183099,1.0,1.0
Kab. Banggai Laut,Banggai Kepulauan,0.5882352941176471,1.0,1.0,1.0
Kab. Bangka,Bangka,0.7058823529411765,0.994475138121547,1.0,1.0
Kab. Bangka Barat,Bangka Barat,0.8275862068965517,0.9850746268656716,1.0,1.0
Kab. Bangka Selatan,Bangka Selatan,0.8484848484848485,0.989247311827957,1.0,1.0
Kab. Bangka Tengah,Bangka Tengah,0.8387096774193549,1.0,1.0,1.0
Kab. Labuhan Batu Selatan,Labuhanbatu Selatan,0.8181818181818182,0.9540816326530612,1.0,1.0
Kab. Labuhan Batu Utara,Labuhanbatu Utara,0.8,0.996551724137931,1.0,1.0
Kab. Lahat,Lahat,0.6666666666666666,0.9732441471571907,1.0,1.0
Kab. Lamandau,Lamandau,0.7619047619047619,1.0,1.0,1.0
Kab. Lamongan,Lamongan,0.7619047619047619,0.9952978056426333,1.0,1.0
Kab. Lampung Barat,Lampung Barat,0.8387096774193549,0.9952830188679245,1.0,1.0
Kab. Lampung Selatan,Lampung Selatan,0.8571428571428571,0.9674134419551935,1.0,1.0
Kab. Lampung Tengah,Lampung Tengah,0.8484848484848485,0.9891156462585035,1.0,1.0
Kab. Lampung Timur,Lampung Timur,0.8387096774193549,0.978984238178634,1.0,1.0
Kab. Lampung Utara,Lampung Utara,0.8387096774193549,0.9838709677419355,1.0,1.0
Kab. Landak,Landak,0.7058823529411765,0.9955947136563876,1.0,1.0
Kab. Langkat,Langkat,0.7368421052631579,0.9906396255850234,1.0,1.0
Kab. Lanny Jaya,Lanny Jaya,0.8,1.0,1.0,1.0
Kab. Lebak,Lebak,0.6666666666666666,0.9974619289340102,1.0,1.0
Kab. Lebong,Lebong,0.7058823529411765,1.0,1.0,1.0
Kab. Lembata,Lembata,0.7368421052631579,1.0,1.0,1.0
Kab. Lima Puluh Koto,Lima Puluh Kota,0.8,1.0,1.0,1.0
Kab. Lingga,Lingga,0.7058823529411765,1.0,1.0,1.0
Kab. Lombok Barat,Lombok Barat,0.8275862068965517,0.9943661971830986,1.0,1.0
Kab. Lombok Tengah,Lombok Tengah,0.8387096774193549,0.9983471074380166,1.0,1.0
Kab. Lombok Timur,Lombok Timur,0.8275862068965517,1.0,1.0,1.0
Kab. Lombok Utara,Lombok Utara,0.8275862068965517,0.9934640522875817,1.0,1.0
Kab. Lumajang,Lumajang,0.7619047619047619,0.9963898916967509,1.0,1.0
Kab. Luwu,Luwu,0.6153846153846154,0.9963503649635036,1.0,1.0
Kab. Luwu Timur,Luwu Timur,0.8,1.0,1.0,1.0
Kab. Luwu Utara,Luwu Utara,0.8,1.0,1.0,1.0
Kab. Bangkalan,Bangkalan,0.782608695652174,0.998587570621469,1.0,1.0
Kab. Bangli,Bangli,0.7058823529411765,1.0,1.0,1.0
Kab. Madiun,Madiun,0.7058823529411765,1.0,1.0,1.0
Kab. Magelang,Magelang,0.7619047619047619,0.9966832504145937,1.0,1.0
Kab. Magetan,Magetan,0.7368421052631579,0.997907949790795,1.0,1.0
Kab. Majalengka,Majalengka,0.8,1.0,1.0,1.0
Kab. Majene,Majene,0.7058823529411765,0.9882352941176471,1.0,1.0
Kab. Malang,Malang,0.7058823529411765,0.9947136563876652,1.0,1.0
Kab. Malinau,Malinau,0.7368421052631579,1.0,1.0,1.0
Kab. Maluku Barat Daya,Maluku Barat Daya,0.8717948717948718,0.8451612903225807,1.0,1.0
Kab. Maluku Tengah,Maluku Tengah,0.8387096774193549,0.9974358974358974,1.0,1.0
Kab. Maluku Tenggara,Maluku Tenggara,0.8571428571428571,0.9084507042253521,1.0,1.0
Kab. Maluku Tenggara Barat,Maluku Tenggara Barat,0.8936170212765957,0.9916666666666667,1.0,1.0
Kab. Mamasa,Mamasa,0.7058823529411765,1.0,1.0,1.0
Kab. Mamuju Tengah,Mamuju,0.5,1.0,1.0,1.0
Kab. Mandailing Natal,Mandailing Natal,0.8648648648648649,1.0,1.0,1.0
Kab. Manggarai,Manggarai,0.782608695652174,1.0,1.0,1.0
Kab. Manggarai Barat,Manggarai Barat,0.8571428571428571,0.9961685823754789,1.0,1.0
Kab. Manggarai Timur,Manggarai Timur,0.8571428571428571,0.9969418960244648,1.0,1.0
Kab. Manokwari,Manokwari,0.782608695652174,0.9830508474576272,1.0,1.0
Kab. Mappi,Mappi,0.6666666666666666,1.0,1.0,1.0
Kab. Maros,Maros,0.6666666666666666,1.0,1.0,1.0
Kab. Maybrat,Maybrat,0.7368421052631579,0.9655172413793104,1.0,1.0
Kab. Melawi,Melawi,0.7058823529411765,0.9921875,1.0,1.0
Kab. Memberamo Raya,Mamberamo Raya,0.7878787878787878,1.0,1.0,1.0
Kab. Membramo Tengah,Mamberamo Tengah,0.7777777777777778,1.0,1.0,1.0
Kab. Merangin,Merangin,0.7619047619047619,0.9844236760124611,1.0,1.0
Kab. Merauke,Merauke,0.7368421052631579,1.0,1.0,1.0
Kab. Mesuji,Mesuji,0.7058823529411765,0.9389312977099237,1.0,1.0
Kab. Mimika,Mimika,0.7058823529411765,0.9924242424242424,1.0,1.0
Kab. Minahasa,Minahasa,0.7619047619047619,0.9825581395348837,1.0,1.0
Kab. Minahasa Selatan,Minahasa Selatan,0.8648648648648649,0.9957446808510638,1.0,1.0
Kab. Minahasa Tenggara,Minahasa Tenggara,0.8717948717948718,0.9895833333333334,1.0,1.0
Kab. Minahasa Utara,Minahasa Utara,0.8484848484848485,0.9895833333333334,1.0,1.0
Kab. Mojokerto,Mojokerto,0.782608695652174,0.9975845410628019,1.0,1.0
Kab. Banjarnegara,Banjarnegara,0.8275862068965517,0.9873217115689382,1.0,1.0
Kab. Bantaeng,Bantaeng,0.7619047619047619,1.0,1.0,1.0
Kab. Muara Enim,Muara Enim,0.8,0.9601063829787234,1.0,1.0
Kab. Muaro Jambi,Muaro Jambi,0.8148148148148148,0.9801587301587301,1.0,1.0
Kab. Muko-muko,Mukomuko,0.7272727272727273,1.0,1.0,1.0
Kab. Muna,Muna,0.6153846153846154,0.9953488372093023,1.0,1.0
Kab. Murung Raya,Murung Raya,0.8148148148148148,0.976878612716763,1.0,1.0
Kab. Musi Banyuasin,Musi Banyuasin,0.8484848484848485,0.9808510638297873,1.0,1.0
Kab. Musi Rawas Utara,Musi Rawas,0.6451612903225806,0.9921259842519685,1.0,1.0
Kab. Nabire,Nabire,0.7058823529411765,1.0,1.0,1.0
Kab. Nagakeo,Nagekeo,0.631578947368421,0.9943502824858758,1.0,1.0
Kab. Nagan Raya,Nagan Raya,0.8,1.0,1.0,1.0
Kab. Natuna,Natuna,0.7058823529411765,1.0,1.0,1.0
Kab. Nduga,Nduga,0.6666666666666666,1.0,1.0,1.0
Kab. Ngada,Ngada,0.6666666666666666,1.0,1.0,1.0
Kab. Nganjuk,Nganjuk,0.7368421052631579,1.0,1.0,1.0
Kab. Ngawi,Ngawi,0.6666666666666666,0.9981378026070763,1.0,1.0
Kab. Nias,Nias,0.6153846153846154,0.9754601226993865,1.0,1.0
Kab. Nias Barat,Nias Barat,0.8,0.9339622641509434,1.0,1.0
Kab. Nias Selatan,Nias Selatan,0.8275862068965517,0.9830508474576272,1.0,1.0
Kab. Nias Utara,Nias Utara,0.8,0.9939393939393939,1.0,1.0
Kab. Nunukan,Nunukan,0.7368421052631579,0.9701492537313433,1.0,1.0
Kab. Ogan Ilir,Ogan Ilir,0.782608695652174,0.9356060606060606,1.0,1.0
Kab. Ogan Komering Ilir,Ogan Komering Ilir,0.8780487804878049,0.9721627408993576,1.0,1.0
Kab. Ogan Komering Ulu,Ogan Komering Ulu,0.8717948717948718,1.0,1.0,1.0
Kab. Ogan Komering Ulu Selatan,Ogan Komering Ulu Selatan,0.9090909090909091,0.9608540925266904,1.0,1.0
Kab. Ogan Komering Ulu Timur,Ogan Komering Ulu Timur,0.9019607843137255,0.9852579852579852,1.0,1.0
Kab. Pacitan,Pacitan,0.7368421052631579,0.992822966507177,1.0,1.0
Kab. Padang Lawas,Padang Lawas,0.8275862068965517,0.9947643979057592,1.0,1.0
Kab. Padang Lawas utara,Padang Lawas Utara,0.8292682926829268,0.9220183486238532,1.0,1.0
Kab. Padang Pariaman,Padang Pariaman,0.8571428571428571,0.9975490196078431,1.0,1.0
Kab. Pakpak Bharat,Pakpak Barat,0.8,0.9827586206896551,1.0,1.0
Kab. Pamekasan,Pamekasan,0.782608695652174,0.9957537154989384,1.0,1.0
Kab. Pandeglang,Pandeglang,0.8,1.0,1.0,1.0
Kab. Pangkajene Kepulauan,Pangkajene Dan Kepulauan,0.8163265306122449,1.0,1.0,1.0
Kab. Paniai,Paniai,0.7058823529411765,1.0,1.0,1.0
Kab. Parigi Moutong,Parigi Moutong,0.8484848484848485,0.9786223277909739,1.0,1.0
Kab. Bantul,Bantul,0.7058823529411765,0.9972375690607734,1.0,1.0
Kab. Banyuasin,Banyu Asin,0.6666666666666666,0.9641434262948207,1.0,1.0
Kab. Pasaman,Pasaman,0.7368421052631579,0.8623481781376519,1.0,1.0
Kab. Pasaman Barat,Pasaman Barat,0.8387096774193549,1.0,1.0,1.0
Kab. Paser,Paser,0.6666666666666666,0.9955555555555555,1.0,1.0
Kab. Pasuruan,Pasuruan,0.7619047619047619,1.0,1.0,1.0
Kab. Pati,Pati,0.6153846153846154,0.9926470588235294,1.0,1.0
Kab. Pegunungan Bintang,Pegunungan Bintang,0.8780487804878049,0.9841269841269841,1.0,1.0
Kab. Pekalongan,Pekalongan,0.8,0.9980582524271845,1.0,1.0
Kab. Pelalawan,Pelalawan,0.782608695652174,0.9911504424778761,1.0,1.0
Kab. Pemalang,Pemalang,0.7619047619047619,0.9986559139784946,1.0,1.0
Kab. Penajam Paser Utara,Penajam Paser Utara,0.8837209302325582,0.9809523809523809,1.0,1.0
Kab. Pesawaran,Pesawaran,0.782608695652174,0.977491961414791,1.0,1.0
Kab. Pesisir Selatan,Pesisir Selatan,0.8571428571428571,0.9949238578680203,1.0,1.0
Kab. Pidie,Pidie,0.6666666666666666,1.0,1.0,1.0
Kab. Pidie Jaya,Pidie Jaya,0.8,1.0,1.0,1.0
Kab. Pinrang,Pinrang,0.7368421052631579,0.9969040247678018,1.0,1.0
Kab. Pohuwato,Pohuwato,0.7619047619047619,0.9921259842519685,1.0,1.0
Kab. Polewali Mandar,Polewali Mandar,0.8571428571428571,1.0,1.0,1.0
Kab. Ponorogo,Ponorogo,0.7619047619047619,1.0,1.0,1.0
Kab. Poso,Poso,0.6153846153846154,0.9956331877729258,1.0,1.0
Kab. Pringsewu,Pringsewu,0.782608695652174,0.8854961832061069,1.0,1.0
Kab. Probolinggo,Probolinggo,0.8148148148148148,0.9984025559105432,1.0,1.0
Kab. Pulang Pisau,Pulang Pisau,0.8275862068965517,0.9120879120879121,1.0,1.0
kab. Puncak,Puncak,0.7058823529411765,1.0,1.0,1.0
Kab. Puncak Jaya,Puncak Jaya,0.8148148148148148,1.0,1.0,1.0
Kab. Purbalingga,Purbalingga,0.8148148148148148,0.9978540772532188,1.0,1.0
Kab. Purwakarta,Purwakarta,0.8,0.9951219512195122,1.0,1.0
Kab. Purworejo,Purworejo,0.782608695652174,1.0,1.0,1.0
