provinsi,kab_kota,kecamatan,url
Prov. Sumatera Utara,Kab. Deli Serdang,Kec. Sibolangit,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070103
Prov. Sumatera Utara,Kab. Deli Serdang,Kec. Pagar Marbau,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070131
Prov. Sumatera Utara,Kab. Deli Serdang,Kec. Sinembah Tnjng Muda Hulu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070102
Prov. Sumatera Utara,Kab. Deli Serdang,Kec. Gunung Meriah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070101
Prov. Sumatera Utara,Kab. Simalungun,Kec. Bandar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070419
Prov. Sumatera Utara,Kab. Simalungun,Kec. Raya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070410
Prov. Sumatera Utara,Kab. Simalungun,Kec. Tanah Jawa,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070406
Prov. Sumatera Utara,Kab. Simalungun,Kec. Siantar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070416
Prov. Sumatera Utara,Kab. Simalungun,Kec. Bosar Maligas,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070420
Prov. Sumatera Utara,Kab. Simalungun,Kec. Hutabayu Raja,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070417
Prov. Sumatera Utara,Kab. Simalungun,Kec. Pematang Bandar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070418
Prov. Sumatera Utara,Kab. Simalungun,Kec. Dolok Batu Nanggar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070415
Prov. Sumatera Utara,Kab. Simalungun,Kec. Dolok Panribuan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070407
Prov. Sumatera Utara,Kab. Simalungun,Kec. Sidamanik,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070404
Prov. Sumatera Utara,Kab. Simalungun,Kec. Gunung Malela,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070423
Prov. Sumatera Utara,Kab. Simalungun,Kec. Panei,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070409
Prov. Sumatera Utara,Kab. Simalungun,Kec. Ujung Padang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070421
Prov. Sumatera Utara,Kab. Simalungun,Kec. Tapian Dolok,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070414
Prov. Sumatera Utara,Kab. Simalungun,Kec. Bandar Huluan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070425
Prov. Sumatera Utara,Kab. Simalungun,Kec. Purba,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070402
Prov. Sumatera Utara,Kab. Simalungun,Kec. Raya Kahean,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070413
Prov. Sumatera Utara,Kab. Simalungun,Kec. Jawa Maraja Bah Jambi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070428
Prov. Sumatera Utara,Kab. Simalungun,Kec. Dolok Pardamean,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070403
Prov. Sumatera Utara,Kab. Simalungun,Kec. Dolok Silau,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070411
Prov. Sumatera Utara,Kab. Simalungun,Kec. Panombeian Panei,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070422
Prov. Sumatera Utara,Kab. Simalungun,Kec. Silau Kahean,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070412
Prov. Sumatera Utara,Kab. Simalungun,Kec. Hatonduhan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070427
Prov. Sumatera Utara,Kab. Simalungun,Kec. Bandar Masilam,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070426
Prov. Sumatera Utara,Kab. Simalungun,Kec. Pamatang Sidamanik,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070430
Prov. Sumatera Utara,Kab. Simalungun,Kec. Gunung Maligas,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070424
Prov. Sumatera Utara,Kab. Simalungun,Kec. Girsang Simpangan Bolon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070405
Prov. Sumatera Utara,Kab. Simalungun,Kec. Jorlang Hataran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070408
Prov. Sumatera Utara,Kab. Simalungun,Kec. Silimakuta,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070401
Prov. Sumatera Utara,Kab. Simalungun,Kec. Pamatang Silimahuta,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070431
Prov. Sumatera Utara,Kab. Simalungun,Kec. Haranggaol Horison,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070429
Prov. Sumatera Utara,Kab. Langkat,Kec. Stabat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070207
Prov. Sumatera Utara,Kab. Langkat,Kec. Tanjung Pura,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070214
Prov. Sumatera Utara,Kab. Langkat,Kec. Selesai,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070205
Prov. Sumatera Utara,Kab. Langkat,Kec. Babalan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070217
Prov. Sumatera Utara,Kab. Langkat,Kec. Besitang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070219
Prov. Sumatera Utara,Kab. Langkat,Kec. Secanggang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070213
Prov. Sumatera Utara,Kab. Langkat,Kec. Sei Bingai,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070203
Prov. Sumatera Utara,Kab. Langkat,Kec. Kuala,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070204
Prov. Sumatera Utara,Kab. Langkat,Kec. Pangkalan Susu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070220
Prov. Sumatera Utara,Kab. Langkat,Kec. Wampu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070208
Prov. Sumatera Utara,Kab. Langkat,Kec. Bohorok,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070201
Prov. Sumatera Utara,Kab. Langkat,Kec. Sei Lepan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070216
Prov. Sumatera Utara,Kab. Langkat,Kec. Hinai,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070212
Prov. Sumatera Utara,Kab. Langkat,Kec. Padang Tualang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070211
Prov. Sumatera Utara,Kab. Langkat,Kec. Gebang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070215
Prov. Sumatera Utara,Kab. Langkat,Kec. Binjai,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070206
Prov. Sumatera Utara,Kab. Langkat,Kec. Batang Serangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070209
Prov. Sumatera Utara,Kab. Langkat,Kec. Salapian,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070202
Prov. Sumatera Utara,Kab. Langkat,Kec. Sawit Seberang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070210
Prov. Sumatera Utara,Kab. Langkat,Kec. Berandan Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070218
Prov. Sumatera Utara,Kab. Langkat,Kec. Serapit,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070221
Prov. Sumatera Utara,Kab. Langkat,Kec. Kutambaru,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070222
Prov. Sumatera Utara,Kab. Langkat,Kec. Pematang Jaya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070223
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Perbaungan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072110
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Sei Rampah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072109
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Sei Bamban,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072116
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Dolok Masihul,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072102
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Sipispis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072103
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Tebing Tinggi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072105
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Teluk Mengkudu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072108
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Pantai Cermin,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072111
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Tanjung Beringin,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072107
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Tebing Syahbandar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072115
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Pegajahan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072117
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Bandar Khalifah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072106
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Dolok Merawan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072104
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Serbajadi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072114
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Bintang Bayu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072113
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Kotarih,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072101
Prov. Sumatera Utara,Kab. Serdang Bedagai,Kec. Silinda,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/072112
Prov. Sumatera Utara,Kab. Asahan,Kec. Kisaran Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070621
Prov. Sumatera Utara,Kab. Asahan,Kec. Kisaran Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070622
Prov. Sumatera Utara,Kab. Asahan,Kec. Air Batu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070607
Prov. Sumatera Utara,Kab. Asahan,Kec. Bandar Pasir Mandoge,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070601
Prov. Sumatera Utara,Kab. Asahan,Kec. Pulau Rakyat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070603
Prov. Sumatera Utara,Kab. Asahan,Kec. Air Joman,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070610
Prov. Sumatera Utara,Kab. Asahan,Kec. Simpang Empat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070606
Prov. Sumatera Utara,Kab. Asahan,Kec. Meranti,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070609
Prov. Sumatera Utara,Kab. Asahan,Kec. Sei dadap,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070629
Prov. Sumatera Utara,Kab. Asahan,Kec. Aek Songsongan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070623
Prov. Sumatera Utara,Kab. Asahan,Kec. Sei Kepayang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070604
Prov. Sumatera Utara,Kab. Asahan,Kec. Pulo Bandring,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070632
Prov. Sumatera Utara,Kab. Asahan,Kec. Buntu Pane,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070608
Prov. Sumatera Utara,Kab. Asahan,Kec. Tanjung Balai,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070605
Prov. Sumatera Utara,Kab. Asahan,Kec. Silau Laut,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070634
Prov. Sumatera Utara,Kab. Asahan,Kec. Bandar Pulau,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070602
Prov. Sumatera Utara,Kab. Asahan,Kec. Aek Kuasan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070619
Prov. Sumatera Utara,Kab. Asahan,Kec. Rawang Panca Arga,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070633
Prov. Sumatera Utara,Kab. Asahan,Kec. Setia Janji,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070631
Prov. Sumatera Utara,Kab. Asahan,Kec. Tinggi Raja,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070630
Prov. Sumatera Utara,Kab. Asahan,Kec. Aek Ledong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070625
Prov. Sumatera Utara,Kab. Asahan,Kec. Teluk Dalam,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070628
Prov. Sumatera Utara,Kab. Asahan,Kec. Rahuning,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070624
Prov. Sumatera Utara,Kab. Asahan,Kec. Sei Kepayang Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070626
Prov. Sumatera Utara,Kab. Asahan,Kec. Sei Kepayang Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070627
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Teluk Dalam,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071702
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Lahusa,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071704
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Susua,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071709
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Maniamolo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071710
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Ulususua,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071724
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Fanayama,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071718
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Huruna,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071720
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Ulunoyo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071719
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Amandraya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071703
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Aramo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071715
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Idanotae,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071729
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Somambawa,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071726
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Toma,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071712
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Siduaori,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071725
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Pulau-Pulau Batu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071701
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Lolowa`U,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071707
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Mazo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071717
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Lolomatua,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071706
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Gomo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071705
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Hibala,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071708
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Tanah Masa,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071735
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Umbunasi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071714
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Boronadu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071727
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Onohazumba,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071722
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Luahagundre Maniamolo,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071737
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Onolalu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071736
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Oou,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071721
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Hilimegai,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071711
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Ulu Idanotae,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071728
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Mazino,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071713
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Hilisalawaahe,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071723
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Pulau-pulau Batu Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071733
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Pulau-Pulau Batu Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071716
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Pulau-pulau Batu Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071732
Prov. Sumatera Utara,Kab. Nias Selatan,Kec. Simuk,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071734
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Panyabungan Kota,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071505
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Siabu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071508
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Kotanopan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071503
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Batang Natal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071502
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Natal,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071506
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Lingga Bayu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071517
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Sinunukan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071520
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Muara Batang Gadis,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071507
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Batahan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071501
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Panyabungan Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071509
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Muara Sipongi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071504
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Tambangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071516
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Ranto Baek,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071518
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Bukit Malintang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071513
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Panyabungan Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071511
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Ulu Pungkut,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071515
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Lembah Sorik Merapi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071514
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Panyabungan Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071512
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Panyabungan Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071510
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Puncak Sorik Merapi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071519
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Huta Bargot,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071521
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Naga Juang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071523
Prov. Sumatera Utara,Kab. Mandailing Natal,Kec. Pakantan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/071522
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Siborongborong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070812
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Tarutung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070806
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Sipahutar,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070811
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Pangaribuan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070809
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Parmonangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070803
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Garoga,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070810
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Sipoholon,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070805
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Adian Koting,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070804
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Pagaran,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070813
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Pahae Julu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070808
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Muara,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070818
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Pahae Jae,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070807
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Siatas Barita,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070823
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Simangumban,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070822
Prov. Sumatera Utara,Kab. Tapanuli Utara,Kec. Purbatua,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070819
Prov. Sumatera Utara,Kab. Tapanuli Tengah,Kec. Manduamas,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070908
Prov. Sumatera Utara,Kab. Tapanuli Tengah,Kec. Pandan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070903
Prov. Sumatera Utara,Kab. Tapanuli Tengah,Kec. Kolang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070905
Prov. Sumatera Utara,Kab. Tapanuli Tengah,Kec. Sorkam,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070906
Prov. Sumatera Utara,Kab. Tapanuli Tengah,Kec. Sosor Gadong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070909
Prov. Sumatera Utara,Kab. Tapanuli Tengah,Kec. Sorkam Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070910
Prov. Sumatera Utara,Kab. Tapanuli Tengah,Kec. Pinang Sori,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070916
Prov. Sumatera Utara,Kab. Tapanuli Tengah,Kec. Andam Dewi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070911
Prov. Sumatera Utara,Kab. Tapanuli Tengah,Kec. Sirandorung,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070914
Prov. Sumatera Utara,Kab. Tapanuli Tengah,Kec. Sibabangun,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070902
Prov. Sumatera Utara,Kab. Tapanuli Tengah,Kec. Badiri,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070912
Prov. Sumatera Utara,Kab. Tapanuli Tengah,Kec. Barus,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/070907
