provinsi,kab_kota,url
Prov. Sulawesi Tenggara,Kab. Kolaka Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/201100
Prov. Sulawesi Tenggara,Kab. Buton,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/200300
Prov. Sulawesi Tenggara,Kab. Wakatobi,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/200600
Prov. Sulawesi Tenggara,Kab. Buton Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/201600
Prov. Sulawesi Tenggara,Kab. Kolaka Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/200800
Prov. Sulawesi Tenggara,Kab. Muna Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/201300
Prov. Sulawesi Tenggara,Kab. Konawe Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/200900
Prov. Sulawesi Tenggara,Kab. Buton Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/201000
Prov. Sulawesi Tenggara,Kota Baubau,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/206100
Prov. Sulawesi Tenggara,Kab. Buton Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/201400
Prov. Sulawesi Tenggara,Kab. Konawe Kepulauan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/201200
Prov. Jambi,Kab. Merangin,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/100900
Prov. Jambi,Kota Jambi,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/106000
Prov. Jambi,Kab. Muaro Jambi,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/100700
Prov. Jambi,Kab. Tebo,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/100600
Prov. Jambi,Kab. Sarolangun,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/100300
Prov. Jambi,Kab. Bungo,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/100200
Prov. Jambi,Kab. Tanjung Jabung Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/100400
Prov. Jambi,Kab. Kerinci,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/100500
Prov. Jambi,Kab. Batang Hari,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/100100
Prov. Jambi,Kab. Tanjung Jabung Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/100800
Prov. Jambi,Kota Sungai Penuh,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/106100
Prov. Sulawesi Utara,Kab. Minahasa,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/170200
Prov. Sulawesi Utara,Kota Manado,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/176000
Prov. Sulawesi Utara,Kab. Minahasa Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/170500
Prov. Sulawesi Utara,Kab. Bolaang Mongondow,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/170100
Prov. Sulawesi Utara,Kab. Minahasa Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/170600
Prov. Sulawesi Utara,Kab. Kep. Sangihe,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/170300
Prov. Sulawesi Utara,Kab. Kepulauan Talaud,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/170400
Prov. Sulawesi Utara,Kota Bitung,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/176100
Prov. Sulawesi Utara,Kab. Minahasa Tenggara,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/171000
Prov. Sulawesi Utara,Kab. Kepulauan Siau Tagulandang Biaro,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/170900
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/170800
Prov. Sulawesi Utara,Kota Tomohon,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/176200
Prov. Sulawesi Utara,Kota Kotamobagu,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/176300
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/171200
Prov. Sulawesi Utara,Kab. Bolaang Mongondow Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/171100
Prov. Bali,Kab. Buleleng,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/220100
Prov. Bali,Kab. Karang Asem,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/220800
Prov. Bali,Kab. Badung,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/220400
Prov. Bali,Kab. Tabanan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/220300
Prov. Bali,Kab. Gianyar,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/220500
Prov. Bali,Kota Denpasar,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/226000
Prov. Bali,Kab. Jembrana,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/220200
Prov. Bali,Kab. Bangli,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/220700
Prov. Bali,Kab. Klungkung,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/220600
Prov. Kalimantan Timur,Kab. Kutai Kartanegara,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/160200
Prov. Kalimantan Timur,Kota Samarinda,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/166000
Prov. Kalimantan Timur,Kab. Kutai Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/161000
Prov. Kalimantan Timur,Kab. Paser,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/160100
Prov. Kalimantan Timur,Kota Balikpapan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/166100
Prov. Kalimantan Timur,Kab. Kutai Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/160900
Prov. Kalimantan Timur,Kab. Berau,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/160300
Prov. Kalimantan Timur,Kab. Penajam Paser Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/161100
Prov. Kalimantan Timur,Kota Bontang,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/166300
Prov. Kalimantan Timur,Kab. Mahakam Ulu,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/161200
Prov. Maluku,Kab. Maluku Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/210100
Prov. Maluku,Kab. Seram Bagian Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/210500
Prov. Maluku,Kota Ambon,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/216000
Prov. Maluku,Kab. Maluku Barat Daya,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/210800
Prov. Maluku,Kab. Seram Bagian Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/210600
Prov. Maluku,Kab. Buru,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/210300
Prov. Maluku,Kab. Maluku Tenggara,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/210200
Prov. Maluku,Kab. Maluku Tenggara Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/210400
Prov. Maluku,Kab. Kepulauan Aru,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/210700
Prov. Maluku,Kab. Buru Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/210900
Prov. Maluku,Kota Tual,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/216100
Prov. D.I. Yogyakarta,Kab. Sleman,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/040200
Prov. D.I. Yogyakarta,Kab. Gunung Kidul,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/040300
Prov. D.I. Yogyakarta,Kab. Bantul,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/040100
Prov. D.I. Yogyakarta,Kab. Kulon Progo,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/040400
Prov. D.I. Yogyakarta,Kota Yogyakarta,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/046000
Prov. Maluku Utara,Kab. Halmahera Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/270500
Prov. Maluku Utara,Kab. halmahera Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/270400
Prov. Maluku Utara,Kab. Halmahera Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/270300
Prov. Maluku Utara,Kab. Kepulauan Sula,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/270700
Prov. Maluku Utara,Kota Ternate,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/276000
Prov. Maluku Utara,Kota Tidore Kepulauan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/276100
Prov. Maluku Utara,Kab. Halmahera Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/270600
Prov. Maluku Utara,Kab. Pulau Taliabu,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/270100
Prov. Maluku Utara,Kab. Kepulauan Morotai,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/270800
Prov. Maluku Utara,Kab. Halmahera Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/270200
Prov. Bengkulu,Kab. Bengkulu Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/260100
Prov. Bengkulu,Kab. Rejang Lebong,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/260200
Prov. Bengkulu,Kab. Seluma,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/260800
Prov. Bengkulu,Kab. Muko-muko,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/260400
Prov. Bengkulu,Kota Bengkulu,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/266000
Prov. Bengkulu,Kab. Kaur,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/260700
Prov. Bengkulu,Kab. Bengkulu Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/260300
Prov. Bengkulu,Kab. Kepahiang,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/260500
Prov. Bengkulu,Kab. Bengkulu Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/260900
Prov. Bengkulu,Kab. Lebong,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/260600
Prov. Sulawesi Barat,Kab. Polewali Mandar,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/330300
Prov. Sulawesi Barat,Kab. Mamuju,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/330100
Prov. Sulawesi Barat,Kab. Mamasa,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/330400
Prov. Sulawesi Barat,Kab. Majene,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/330500
Prov. Sulawesi Barat,Kab. Pasangkayu,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/330200
Prov. Sulawesi Barat,Kab. Mamuju Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/330600
Prov. Kepulauan Riau,Kota Batam,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/316000
Prov. Kepulauan Riau,Kab. Karimun,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/310200
Prov. Kepulauan Riau,Kab. Lingga,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/310400
Prov. Kepulauan Riau,Kab. Bintan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/310100
Prov. Kepulauan Riau,Kab. Natuna,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/310300
Prov. Kepulauan Riau,Kota Tanjungpinang,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/316100
Prov. Kepulauan Riau,Kab. Kepulauan Anambas,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/310500
Prov. Papua Barat,Kab. Sorong,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/320700
Prov. Papua Barat,Kab. Manokwari,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/320500
Prov. Papua Barat,Kab. Raja Ampat,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/320800
Prov. Papua Barat,Kota Sorong,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/326000
Prov. Papua Barat,Kab. Fak-Fak,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/320100
Prov. Papua Barat,Kab. Teluk Bintuni,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/320400
Prov. Papua Barat,Kab. Sorong Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/320600
Prov. Papua Barat,Kab. Kaimana,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/320200
Prov. Papua Barat,Kab. Pegunungan Arfak,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/321100
Prov. Papua Barat,Kab. Tambrauw,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/320900
Prov. Papua Barat,Kab. Maybrat,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/321000
Prov. Papua Barat,Kab. Teluk Wondama,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/320300
Prov. Papua Barat,Kab. Manokwari Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/321200
Prov. Gorontalo,Kab. Gorontalo,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/300200
Prov. Gorontalo,Kab. Boalemo,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/300100
Prov. Gorontalo,Kab. Gorontalo Utara,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/300500
Prov. Gorontalo,Kab. Pohuwato,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/300300
Prov. Gorontalo,Kab. Bone Bolango,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/300400
Prov. Gorontalo,Kota Gorontalo,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/306000
Prov. Kepulauan Bangka Belitung,Kab. Bangka,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/290100
Prov. Kepulauan Bangka Belitung,Kab. Bangka Barat,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/290400
Prov. Kepulauan Bangka Belitung,Kab. Belitung,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/290200
Prov. Kepulauan Bangka Belitung,Kab. Belitung Timur,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/290600
Prov. Kepulauan Bangka Belitung,Kab. Bangka Selatan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/290500
Prov. Kepulauan Bangka Belitung,Kab. Bangka Tengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/290300
Prov. Kepulauan Bangka Belitung,Kota Pangkalpinang,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/296000
Prov. Kalimantan Utara,Kab. Bulungan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/340200
Prov. Kalimantan Utara,Kab. Nunukan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/340500
Prov. Kalimantan Utara,Kab. Malinau,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/340100
Prov. Kalimantan Utara,Kota Tarakan,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/346000
Prov. Kalimantan Utara,Kab. Tana Tidung,http://dapo.dikdasmen.kemdikbud.go.id/sp/2/340300
